NumP,dt,Ndt,Precision, ,
4,0.200000,1000,10,4.000000e+11,
x,y,z,t,Ek,Ep
3.924316e+10,-6.482582e+10,0.000000e+00,2.600000e+01,1.198818e+39,0.000000e+00
5.880392e+10,4.092057e+10,0.000000e+00,2.800000e+01,1.389408e+39,-7.086056e+39
-5.880392e+10,-4.092057e+10,0.000000e+00,2.800000e+01,1.389408e+39,-5.235151e+39
-4.092057e+10,5.880392e+10,0.000000e+00,2.800000e+01,1.389408e+39,-1.850905e+39
4.092057e+10,-5.880392e+10,0.000000e+00,2.800000e+01,1.389408e+39,0.000000e+00
5.217177e+10,4.217147e+10,0.000000e+00,3.000000e+01,1.626060e+39,-7.559405e+39
-5.217177e+10,-4.217147e+10,0.000000e+00,3.000000e+01,1.626060e+39,-5.584859e+39
-4.217147e+10,5.217177e+10,0.000000e+00,3.000000e+01,1.626060e+39,-1.974546e+39
4.217147e+10,-5.217177e+10,0.000000e+00,3.000000e+01,1.626060e+39,0.000000e+00
4.488027e+10,4.288643e+10,0.000000e+00,3.200000e+01,1.925586e+39,-8.158520e+39
-4.488027e+10,-4.288643e+10,0.000000e+00,3.200000e+01,1.925586e+39,-6.027483e+39
-4.288643e+10,4.488027e+10,0.000000e+00,3.200000e+01,1.925586e+39,-2.131037e+39
4.288643e+10,-4.488027e+10,0.000000e+00,3.200000e+01,1.925586e+39,0.000000e+00
3.687321e+10,4.291240e+10,0.000000e+00,3.400000e+01,2.314345e+39,-8.936133e+39
-3.687321e+10,-4.291240e+10,0.000000e+00,3.400000e+01,2.314345e+39,-6.601980e+39
-4.291240e+10,3.687321e+10,0.000000e+00,3.400000e+01,2.314345e+39,-2.334153e+39
4.291240e+10,-3.687321e+10,0.000000e+00,3.400000e+01,2.314345e+39,0.000000e+00
2.809067e+10,4.202576e+10,0.000000e+00,3.600000e+01,2.835833e+39,-9.979262e+39
-2.809067e+10,-4.202576e+10,0.000000e+00,3.600000e+01,2.835833e+39,-7.372640e+39
-4.202576e+10,2.809067e+10,0.000000e+00,3.600000e+01,2.835833e+39,-2.606622e+39
4.202576e+10,-2.809067e+10,0.000000e+00,3.600000e+01,2.835833e+39,0.000000e+00
1.848316e+10,3.988187e+10,0.000000e+00,3.800000e+01,3.566183e+39,-1.144024e+40
-1.848316e+10,-3.988187e+10,0.000000e+00,3.800000e+01,3.566183e+39,-8.452005e+39
-3.988187e+10,1.848316e+10,0.000000e+00,3.800000e+01,3.566183e+39,-2.988235e+39
3.988187e+10,-1.848316e+10,0.000000e+00,3.800000e+01,3.566183e+39,0.000000e+00
8.062375e+09,3.591567e+10,0.000000e+00,4.000000e+01,4.646813e+39,-1.360212e+40
-8.062375e+09,-3.591567e+10,0.000000e+00,4.000000e+01,4.646813e+39,-1.004919e+40
-3.591567e+10,8.062375e+09,0.000000e+00,4.000000e+01,4.646813e+39,-3.552926e+39
3.591567e+10,-8.062375e+09,0.000000e+00,4.000000e+01,4.646813e+39,0.000000e+00
-2.911049e+09,2.914499e+10,0.000000e+00,4.200000e+01,6.344144e+39,-1.699866e+40
2.911049e+09,-2.914499e+10,0.000000e+00,4.200000e+01,6.344144e+39,-1.255854e+40
-2.914499e+10,-2.911049e+09,0.000000e+00,4.200000e+01,6.344144e+39,-4.440116e+39
2.914499e+10,2.911049e+09,0.000000e+00,4.200000e+01,6.344144e+39,0.000000e+00
-1.320025e+10,1.791844e+10,0.000000e+00,4.400000e+01,9.002358e+39,-2.232324e+40
1.320025e+10,-1.791844e+10,0.000000e+00,4.400000e+01,9.002358e+39,-1.649232e+40
-1.791844e+10,-1.320025e+10,0.000000e+00,4.400000e+01,9.002358e+39,-5.830917e+39
1.791844e+10,1.320025e+10,0.000000e+00,4.400000e+01,9.002358e+39,0.000000e+00
-1.858424e+10,1.117649e+09,0.000000e+00,4.600000e+01,1.148821e+40,-2.731582e+40
1.858424e+10,-1.117649e+09,0.000000e+00,4.600000e+01,1.148821e+40,-2.018082e+40
-1.117649e+09,-1.858424e+10,0.000000e+00,4.600000e+01,1.148821e+40,-7.134998e+39
1.117649e+09,1.858424e+10,0.000000e+00,4.600000e+01,1.148821e+40,0.000000e+00
-1.432645e+10,-1.618394e+10,0.000000e+00,4.800000e+01,9.961039e+39,-2.424651e+40
1.432645e+10,1.618394e+10,0.000000e+00,4.800000e+01,9.961039e+39,-1.791323e+40
1.618394e+10,-1.432645e+10,0.000000e+00,4.800000e+01,9.961039e+39,-6.333283e+39
-1.618394e+10,1.432645e+10,0.000000e+00,4.800000e+01,9.961039e+39,0.000000e+00
-4.424976e+09,-2.812622e+10,0.000000e+00,5.000000e+01,7.054041e+39,-1.841980e+40
4.424976e+09,2.812622e+10,0.000000e+00,5.000000e+01,7.054041e+39,-1.360848e+40
2.812622e+10,-4.424976e+09,0.000000e+00,5.000000e+01,7.054041e+39,-4.811324e+39
-2.812622e+10,4.424976e+09,0.000000e+00,5.000000e+01,7.054041e+39,0.000000e+00
6.483216e+09,-3.541343e+10,0.000000e+00,5.200000e+01,5.088357e+39,-1.448556e+40
-6.483216e+09,3.541343e+10,0.000000e+00,5.200000e+01,5.088357e+39,-1.070188e+40
3.541343e+10,6.483216e+09,0.000000e+00,5.200000e+01,5.088357e+39,-3.783685e+39
-3.541343e+10,-6.483216e+09,0.000000e+00,5.200000e+01,5.088357e+39,0.000000e+00
1.693636e+10,-3.974617e+10,0.000000e+00,5.400000e+01,3.853335e+39,-1.201468e+40
-1.693636e+10,3.974617e+10,0.000000e+00,5.400000e+01,3.853335e+39,-8.876399e+39
3.974617e+10,1.693636e+10,0.000000e+00,5.400000e+01,3.853335e+39,-3.138281e+39
-3.974617e+10,-1.693636e+10,0.000000e+00,5.400000e+01,3.853335e+39,0.000000e+00
2.660822e+10,-4.216565e+10,0.000000e+00,5.600000e+01,3.034280e+39,-1.037622e+40
-2.660822e+10,4.216565e+10,0.000000e+00,5.600000e+01,3.034280e+39,-7.665913e+39
4.216565e+10,2.660822e+10,0.000000e+00,5.600000e+01,3.034280e+39,-2.710310e+39
-4.216565e+10,-2.660822e+10,0.000000e+00,5.600000e+01,3.034280e+39,0.000000e+00
3.546670e+10,-4.327021e+10,0.000000e+00,5.800000e+01,2.458572e+39,-9.224626e+39
-3.546670e+10,4.327021e+10,0.000000e+00,5.800000e+01,2.458572e+39,-6.815118e+39
4.327021e+10,3.546670e+10,0.000000e+00,5.800000e+01,2.458572e+39,-2.409508e+39
-4.327021e+10,-3.546670e+10,0.000000e+00,5.800000e+01,2.458572e+39,0.000000e+00
4.355411e+10,-4.342292e+10,0.000000e+00,6.000000e+01,2.034563e+39,-8.376499e+39
-4.355411e+10,4.342292e+10,0.000000e+00,6.000000e+01,2.034563e+39,-6.188525e+39
4.342292e+10,4.355411e+10,0.000000e+00,6.000000e+01,2.034563e+39,-2.187974e+39
-4.342292e+10,-4.355411e+10,0.000000e+00,6.000000e+01,2.034563e+39,0.000000e+00
5.092758e+10,-4.285822e+10,0.000000e+00,6.200000e+01,1.710886e+39,-7.729074e+39
-5.092758e+10,4.285822e+10,0.000000e+00,6.200000e+01,1.710886e+39,-5.710210e+39
4.285822e+10,5.092758e+10,0.000000e+00,6.200000e+01,1.710886e+39,-2.018864e+39
-4.285822e+10,-5.092758e+10,0.000000e+00,6.200000e+01,1.710886e+39,0.000000e+00
5.764219e+10,-4.173587e+10,0.000000e+00,6.400000e+01,1.456951e+39,-7.221153e+39
-5.764219e+10,4.173587e+10,0.000000e+00,6.400000e+01,1.456951e+39,-5.334960e+39
4.173587e+10,5.764219e+10,0.000000e+00,6.400000e+01,1.456951e+39,-1.886193e+39
-4.173587e+10,-5.764219e+10,0.000000e+00,6.400000e+01,1.456951e+39,0.000000e+00
6.374657e+10,-4.016972e+10,0.000000e+00,6.600000e+01,1.253534e+39,-6.814283e+39
-6.374657e+10,4.016972e+10,0.000000e+00,6.600000e+01,1.253534e+39,-5.034366e+39
4.016972e+10,6.374657e+10,0.000000e+00,6.600000e+01,1.253534e+39,-1.779917e+39
-4.016972e+10,-6.374657e+10,0.000000e+00,6.600000e+01,1.253534e+39,0.000000e+00
6.928234e+10,-3.824399e+10,0.000000e+00,6.800000e+01,1.087999e+39,-6.483187e+39
-6.928234e+10,3.824399e+10,0.000000e+00,6.800000e+01,1.087999e+39,-4.789754e+39
3.824399e+10,6.928234e+10,0.000000e+00,6.800000e+01,1.087999e+39,-1.693434e+39
-3.824399e+10,-6.928234e+10,0.000000e+00,6.800000e+01,1.087999e+39,0.000000e+00
7.428475e+10,-3.602298e+10,0.000000e+00,7.000000e+01,9.517235e+38,-6.210615e+39
-7.428475e+10,3.602298e+10,0.000000e+00,7.000000e+01,9.517235e+38,-4.588379e+39
3.602298e+10,7.428475e+10,0.000000e+00,7.000000e+01,9.517235e+38,-1.622237e+39
-3.602298e+10,-7.428475e+10,0.000000e+00,7.000000e+01,9.517235e+38,0.000000e+00
7.878354e+10,-3.355712e+10,0.000000e+00,7.200000e+01,8.386373e+38,-5.984427e+39
-7.878354e+10,3.355712e+10,0.000000e+00,7.200000e+01,8.386373e+38,-4.421271e+39
3.355712e+10,7.878354e+10,0.000000e+00,7.200000e+01,8.386373e+38,-1.563155e+39
-3.355712e+10,-7.878354e+10,0.000000e+00,7.200000e+01,8.386373e+38,0.000000e+00
8.280371e+10,-3.088696e+10,0.000000e+00,7.400000e+01,7.443584e+38,-5.795856e+39
-8.280371e+10,3.088696e+10,0.000000e+00,7.400000e+01,7.443584e+38,-4.281956e+39
3.088696e+10,8.280371e+10,0.000000e+00,7.400000e+01,7.443584e+38,-1.513900e+39
-3.088696e+10,-8.280371e+10,0.000000e+00,7.400000e+01,7.443584e+38,0.000000e+00
8.636631e+10,-2.804578e+10,0.000000e+00,7.600000e+01,6.656580e+38,-5.638445e+39
-8.636631e+10,2.804578e+10,0.000000e+00,7.600000e+01,6.656580e+38,-4.165661e+39
2.804578e+10,8.636631e+10,0.000000e+00,7.600000e+01,6.656580e+38,-1.472784e+39
-2.804578e+10,-8.636631e+10,0.000000e+00,7.600000e+01,6.656580e+38,0.000000e+00
8.948894e+10,-2.506148e+10,0.000000e+00,7.800000e+01,6.001193e+38,-5.507359e+39
-8.948894e+10,2.506148e+10,0.000000e+00,7.800000e+01,6.001193e+38,-4.068816e+39
2.506148e+10,8.948894e+10,0.000000e+00,7.800000e+01,6.001193e+38,-1.438544e+39
-2.506148e+10,-8.948894e+10,0.000000e+00,7.800000e+01,6.001193e+38,0.000000e+00
9.218632e+10,-2.195789e+10,0.000000e+00,8.000000e+01,5.459128e+38,-5.398940e+39
-9.218632e+10,2.195789e+10,0.000000e+00,8.000000e+01,5.459128e+38,-3.988716e+39
2.195789e+10,9.218632e+10,0.000000e+00,8.000000e+01,5.459128e+38,-1.410224e+39
-2.195789e+10,-9.218632e+10,0.000000e+00,8.000000e+01,5.459128e+38,0.000000e+00
9.447056e+10,-1.875574e+10,0.000000e+00,8.200000e+01,5.016453e+38,-5.310400e+39
-9.447056e+10,1.875574e+10,0.000000e+00,8.200000e+01,5.016453e+38,-3.923303e+39
1.875574e+10,9.447056e+10,0.000000e+00,8.200000e+01,5.016453e+38,-1.387097e+39
-1.875574e+10,-9.447056e+10,0.000000e+00,8.200000e+01,5.016453e+38,0.000000e+00
9.635155e+10,-1.547343e+10,0.000000e+00,8.400000e+01,4.662568e+38,-5.239619e+39
-9.635155e+10,1.547343e+10,0.000000e+00,8.400000e+01,4.662568e+38,-3.871010e+39
1.547343e+10,9.635155e+10,0.000000e+00,8.400000e+01,4.662568e+38,-1.368609e+39
-1.547343e+10,-9.635155e+10,0.000000e+00,8.400000e+01,4.662568e+38,0.000000e+00
9.783714e+10,-1.212753e+10,0.000000e+00,8.600000e+01,4.389482e+38,-5.184998e+39
-9.783714e+10,1.212753e+10,0.000000e+00,8.600000e+01,4.389482e+38,-3.830657e+39
1.212753e+10,9.783714e+10,0.000000e+00,8.600000e+01,4.389482e+38,-1.354342e+39
-1.212753e+10,-9.783714e+10,0.000000e+00,8.600000e+01,4.389482e+38,0.000000e+00
9.893334e+10,-8.733298e+09,0.000000e+00,8.800000e+01,4.191314e+38,-5.145362e+39
-9.893334e+10,8.733298e+09,0.000000e+00,8.800000e+01,4.191314e+38,-3.801374e+39
8.733298e+09,9.893334e+10,0.000000e+00,8.800000e+01,4.191314e+38,-1.343989e+39
-8.733298e+09,-9.893334e+10,0.000000e+00,8.800000e+01,4.191314e+38,0.000000e+00
9.964443e+10,-5.305033e+09,0.000000e+00,9.000000e+01,4.063951e+38,-5.119888e+39
-9.964443e+10,5.305033e+09,0.000000e+00,9.000000e+01,4.063951e+38,-3.782554e+39
5.305033e+09,9.964443e+10,0.000000e+00,9.000000e+01,4.063951e+38,-1.337335e+39
-5.305033e+09,-9.964443e+10,0.000000e+00,9.000000e+01,4.063951e+38,0.000000e+00
9.997307e+10,-1.856384e+09,0.000000e+00,9.200000e+01,4.004816e+38,-5.108061e+39
-9.997307e+10,1.856384e+09,0.000000e+00,9.200000e+01,4.004816e+38,-3.773815e+39
1.856384e+09,9.997307e+10,0.000000e+00,9.200000e+01,4.004816e+38,-1.334245e+39
-1.856384e+09,-9.997307e+10,0.000000e+00,9.200000e+01,4.004816e+38,0.000000e+00
9.992036e+10,1.599351e+09,0.000000e+00,9.400000e+01,4.012728e+38,-5.109643e+39
-9.992036e+10,-1.599351e+09,0.000000e+00,9.400000e+01,4.012728e+38,-3.774985e+39
-1.599351e+09,9.992036e+10,0.000000e+00,9.400000e+01,4.012728e+38,-1.334659e+39
1.599351e+09,-9.992036e+10,0.000000e+00,9.400000e+01,4.012728e+38,0.000000e+00
9.948583e+10,5.048962e+09,0.000000e+00,9.600000e+01,4.087845e+38,-5.124667e+39
-9.948583e+10,-5.048962e+09,0.000000e+00,9.600000e+01,4.087845e+38,-3.786084e+39
-5.048962e+09,9.948583e+10,0.000000e+00,9.600000e+01,4.087845e+38,-1.338583e+39
5.048962e+09,-9.948583e+10,0.000000e+00,9.600000e+01,4.087845e+38,0.000000e+00
9.866749e+10,8.479064e+09,0.000000e+00,9.800000e+01,4.231669e+38,-5.153434e+39
-9.866749e+10,-8.479064e+09,0.000000e+00,9.800000e+01,4.231669e+38,-3.807337e+39
-8.479064e+09,9.866749e+10,0.000000e+00,9.800000e+01,4.231669e+38,-1.346097e+39
8.479064e+09,-9.866749e+10,0.000000e+00,9.800000e+01,4.231669e+38,0.000000e+00
9.746172e+10,1.187582e+10,0.000000e+00,1.000000e+02,4.447126e+38,-5.196528e+39
-9.746172e+10,-1.187582e+10,0.000000e+00,1.000000e+02,4.447126e+38,-3.839174e+39
-1.187582e+10,9.746172e+10,0.000000e+00,1.000000e+02,4.447126e+38,-1.357353e+39
1.187582e+10,-9.746172e+10,0.000000e+00,1.000000e+02,4.447126e+38,0.000000e+00
9.586325e+10,1.522466e+10,0.000000e+00,1.020000e+02,4.738722e+38,-5.254850e+39
-9.586325e+10,-1.522466e+10,0.000000e+00,1.020000e+02,4.738722e+38,-3.882263e+39
-1.522466e+10,9.586325e+10,0.000000e+00,1.020000e+02,4.738722e+38,-1.372587e+39
1.522466e+10,-9.586325e+10,0.000000e+00,1.020000e+02,4.738722e+38,0.000000e+00
9.386500e+10,1.850991e+10,0.000000e+00,1.040000e+02,5.112800e+38,-5.329670e+39
-9.386500e+10,-1.850991e+10,0.000000e+00,1.040000e+02,5.112800e+38,-3.937540e+39
-1.850991e+10,9.386500e+10,0.000000e+00,1.040000e+02,5.112800e+38,-1.392130e+39
1.850991e+10,-9.386500e+10,0.000000e+00,1.040000e+02,5.112800e+38,0.000000e+00
9.145796e+10,2.171442e+10,0.000000e+00,1.060000e+02,5.577917e+38,-5.422699e+39
-9.145796e+10,-2.171442e+10,0.000000e+00,1.060000e+02,5.577917e+38,-4.006269e+39
-2.171442e+10,9.145796e+10,0.000000e+00,1.060000e+02,5.577917e+38,-1.416430e+39
2.171442e+10,-9.145796e+10,0.000000e+00,1.060000e+02,5.577917e+38,0.000000e+00
8.863096e+10,2.481905e+10,0.000000e+00,1.080000e+02,6.145388e+38,-5.536200e+39
-8.863096e+10,-2.481905e+10,0.000000e+00,1.080000e+02,6.145388e+38,-4.090123e+39
-2.481905e+10,8.863096e+10,0.000000e+00,1.080000e+02,6.145388e+38,-1.446077e+39
2.481905e+10,-8.863096e+10,0.000000e+00,1.080000e+02,6.145388e+38,0.000000e+00
8.537040e+10,2.780206e+10,0.000000e+00,1.100000e+02,6.830066e+38,-5.673144e+39
-8.537040e+10,-2.780206e+10,0.000000e+00,1.100000e+02,6.830066e+38,-4.191297e+39
-2.780206e+10,8.537040e+10,0.000000e+00,1.100000e+02,6.830066e+38,-1.481847e+39
2.780206e+10,-8.537040e+10,0.000000e+00,1.100000e+02,6.830066e+38,0.000000e+00
8.165992e+10,3.063826e+10,0.000000e+00,1.120000e+02,7.651478e+38,-5.837438e+39
-8.165992e+10,-3.063826e+10,0.000000e+00,1.120000e+02,7.651478e+38,-4.312676e+39
-3.063826e+10,8.165992e+10,0.000000e+00,1.120000e+02,7.651478e+38,-1.524761e+39
3.063826e+10,-8.165992e+10,0.000000e+00,1.120000e+02,7.651478e+38,0.000000e+00
7.747993e+10,3.329793e+10,0.000000e+00,1.140000e+02,8.635477e+38,-6.034251e+39
-7.747993e+10,-3.329793e+10,0.000000e+00,1.140000e+02,8.635477e+38,-4.458081e+39
-3.329793e+10,7.747993e+10,0.000000e+00,1.140000e+02,8.635477e+38,-1.576170e+39
3.329793e+10,-7.747993e+10,0.000000e+00,1.140000e+02,8.635477e+38,0.000000e+00
7.280711e+10,3.574529e+10,0.000000e+00,1.160000e+02,9.816713e+38,-6.270516e+39
-7.280711e+10,-3.574529e+10,0.000000e+00,1.160000e+02,9.816713e+38,-4.632633e+39
-3.574529e+10,7.280711e+10,0.000000e+00,1.160000e+02,9.816713e+38,-1.637883e+39
3.574529e+10,-7.280711e+10,0.000000e+00,1.160000e+02,9.816713e+38,0.000000e+00
6.761370e+10,3.793636e+10,0.000000e+00,1.180000e+02,1.124242e+39,-6.555679e+39
-6.761370e+10,-3.793636e+10,0.000000e+00,1.180000e+02,1.124242e+39,-4.843310e+39
-3.793636e+10,6.761370e+10,0.000000e+00,1.180000e+02,1.124242e+39,-1.712369e+39
3.793636e+10,-6.761370e+10,0.000000e+00,1.180000e+02,1.124242e+39,0.000000e+00
6.186670e+10,3.981580e+10,0.000000e+00,1.200000e+02,1.297839e+39,-6.902902e+39
-6.186670e+10,-3.981580e+10,0.000000e+00,1.200000e+02,1.297839e+39,-5.099838e+39
-3.981580e+10,6.186670e+10,0.000000e+00,1.200000e+02,1.297839e+39,-1.803065e+39
3.981580e+10,-6.186670e+10,0.000000e+00,1.200000e+02,1.297839e+39,0.000000e+00
5.552689e+10,4.131222e+10,0.000000e+00,1.220000e+02,1.511873e+39,-7.331009e+39
-5.552689e+10,-4.131222e+10,0.000000e+00,1.220000e+02,1.511873e+39,-5.416121e+39
-4.131222e+10,5.552689e+10,0.000000e+00,1.220000e+02,1.511873e+39,-1.914888e+39
4.131222e+10,-5.552689e+10,0.000000e+00,1.220000e+02,1.511873e+39,0.000000e+00
4.854795e+10,4.233076e+10,0.000000e+00,1.240000e+02,1.780248e+39,-7.867813e+39
-4.854795e+10,-4.233076e+10,0.000000e+00,1.240000e+02,1.780248e+39,-5.812709e+39
-4.233076e+10,4.854795e+10,0.000000e+00,1.240000e+02,1.780248e+39,-2.055103e+39
4.233076e+10,-4.854795e+10,0.000000e+00,1.240000e+02,1.780248e+39,0.000000e+00
4.087593e+10,4.274101e+10,0.000000e+00,1.260000e+02,2.124325e+39,-8.556045e+39
-4.087593e+10,-4.274101e+10,0.000000e+00,1.260000e+02,2.124325e+39,-6.321173e+39
-4.274101e+10,4.087593e+10,0.000000e+00,1.260000e+02,2.124325e+39,-2.234872e+39
4.274101e+10,-4.087593e+10,0.000000e+00,1.260000e+02,2.124325e+39,0.000000e+00
3.245059e+10,4.235625e+10,0.000000e+00,1.280000e+02,2.578508e+39,-9.464532e+39
-3.245059e+10,-4.235625e+10,0.000000e+00,1.280000e+02,2.578508e+39,-6.992359e+39
-4.235625e+10,3.245059e+10,0.000000e+00,1.280000e+02,2.578508e+39,-2.472172e+39
4.235625e+10,-3.245059e+10,0.000000e+00,1.280000e+02,2.578508e+39,0.000000e+00
2.321287e+10,4.089575e+10,0.000000e+00,1.300000e+02,3.201371e+39,-1.071047e+40
-2.321287e+10,-4.089575e+10,0.000000e+00,1.300000e+02,3.201371e+39,-7.912851e+39
-4.089575e+10,2.321287e+10,0.000000e+00,1.300000e+02,3.201371e+39,-2.797615e+39
4.089575e+10,-2.321287e+10,0.000000e+00,1.300000e+02,3.201371e+39,0.000000e+00
1.313281e+10,3.791200e+10,0.000000e+00,1.320000e+02,4.098949e+39,-1.250604e+40
-1.313281e+10,-3.791200e+10,0.000000e+00,1.320000e+02,4.098949e+39,-9.239413e+39
-3.791200e+10,1.313281e+10,0.000000e+00,1.320000e+02,4.098949e+39,-3.266626e+39
3.791200e+10,-1.313281e+10,0.000000e+00,1.320000e+02,4.098949e+39,0.000000e+00
2.311479e+09,3.264452e+10,0.000000e+00,1.340000e+02,5.472291e+39,-1.525380e+40
-2.311479e+09,-3.264452e+10,0.000000e+00,1.340000e+02,5.472291e+39,-1.126945e+40
-3.264452e+10,2.311479e+09,0.000000e+00,1.340000e+02,5.472291e+39,-3.984353e+39
3.264452e+10,-2.311479e+09,0.000000e+00,1.340000e+02,5.472291e+39,0.000000e+00
-8.627244e+09,2.375823e+10,0.000000e+00,1.360000e+02,7.667929e+39,-1.964915e+40
8.627244e+09,-2.375823e+10,0.000000e+00,1.360000e+02,7.667929e+39,-1.451672e+40
-2.375823e+10,-8.627244e+09,0.000000e+00,1.360000e+02,7.667929e+39,-5.132434e+39
2.375823e+10,8.627244e+09,0.000000e+00,1.360000e+02,7.667929e+39,0.000000e+00
-1.712132e+10,9.439670e+09,0.000000e+00,1.380000e+02,1.064227e+40,-2.561467e+40
