NumP,dt,Ndt,Precision, ,
4,0.200000,1000,10,4.000000e+11,
x,y,z,t,Ek,Ep
1.712132e+10,-9.439670e+09,0.000000e+00,1.380000e+02,1.064227e+40,-1.892402e+40
-9.439670e+09,-1.712132e+10,0.000000e+00,1.380000e+02,1.064227e+40,-6.690650e+39
9.439670e+09,1.712132e+10,0.000000e+00,1.380000e+02,1.064227e+40,0.000000e+00
-1.743113e+10,-8.713612e+09,0.000000e+00,1.400000e+02,1.115127e+40,-2.663791e+40
1.743113e+10,8.713612e+09,0.000000e+00,1.400000e+02,1.115127e+40,-1.967999e+40
8.713612e+09,-1.743113e+10,0.000000e+00,1.400000e+02,1.115127e+40,-6.957926e+39
-8.713612e+09,1.743113e+10,0.000000e+00,1.400000e+02,1.115127e+40,0.000000e+00
-9.376833e+09,-2.333533e+10,0.000000e+00,1.420000e+02,8.286018e+39,-2.088740e+40
9.376833e+09,2.333533e+10,0.000000e+00,1.420000e+02,8.286018e+39,-1.543153e+40
2.333533e+10,-9.376833e+09,0.000000e+00,1.420000e+02,8.286018e+39,-5.455869e+39
-2.333533e+10,9.376833e+09,0.000000e+00,1.420000e+02,8.286018e+39,0.000000e+00
1.332040e+09,-3.256300e+10,0.000000e+00,1.440000e+02,5.866683e+39,-1.604305e+40
-1.332040e+09,3.256300e+10,0.000000e+00,1.440000e+02,5.866683e+39,-1.185254e+40
3.256300e+10,1.332040e+09,0.000000e+00,1.440000e+02,5.866683e+39,-4.190507e+39
-3.256300e+10,-1.332040e+09,0.000000e+00,1.440000e+02,5.866683e+39,0.000000e+00
1.203313e+10,-3.813972e+10,0.000000e+00,1.460000e+02,4.348134e+39,-1.300456e+40
-1.203313e+10,3.813972e+10,0.000000e+00,1.460000e+02,4.348134e+39,-9.607717e+39
3.813972e+10,1.203313e+10,0.000000e+00,1.460000e+02,4.348134e+39,-3.396841e+39
-3.813972e+10,-1.203313e+10,0.000000e+00,1.460000e+02,4.348134e+39,0.000000e+00
2.205290e+10,-4.139770e+10,0.000000e+00,1.480000e+02,3.368579e+39,-1.104495e+40
-2.205290e+10,4.139770e+10,0.000000e+00,1.480000e+02,3.368579e+39,-8.159965e+39
4.139770e+10,2.205290e+10,0.000000e+00,1.480000e+02,3.368579e+39,-2.884983e+39
-4.139770e+10,-2.205290e+10,0.000000e+00,1.480000e+02,3.368579e+39,0.000000e+00
3.126748e+10,-4.310236e+10,0.000000e+00,1.500000e+02,2.697203e+39,-9.701957e+39
-3.126748e+10,4.310236e+10,0.000000e+00,1.500000e+02,2.697203e+39,-7.167769e+39
4.310236e+10,3.126748e+10,0.000000e+00,1.500000e+02,2.697203e+39,-2.534189e+39
-4.310236e+10,-3.126748e+10,0.000000e+00,1.500000e+02,2.697203e+39,0.000000e+00
3.969490e+10,-4.370582e+10,0.000000e+00,1.520000e+02,2.212404e+39,-8.732225e+39
-3.969490e+10,4.370582e+10,0.000000e+00,1.520000e+02,2.212404e+39,-6.451334e+39
4.370582e+10,3.969490e+10,0.000000e+00,1.520000e+02,2.212404e+39,-2.280891e+39
-4.370582e+10,-3.969490e+10,0.000000e+00,1.520000e+02,2.212404e+39,0.000000e+00
4.738726e+10,-4.349235e+10,0.000000e+00,1.540000e+02,1.847867e+39,-8.003065e+39
-4.738726e+10,4.349235e+10,0.000000e+00,1.540000e+02,1.847867e+39,-5.912633e+39
4.349235e+10,4.738726e+10,0.000000e+00,1.540000e+02,1.847867e+39,-2.090432e+39
-4.349235e+10,-4.738726e+10,0.000000e+00,1.540000e+02,1.847867e+39,0.000000e+00
5.440035e+10,-4.265134e+10,0.000000e+00,1.560000e+02,1.565150e+39,-7.437573e+39
-5.440035e+10,4.265134e+10,0.000000e+00,1.560000e+02,1.565150e+39,-5.494850e+39
4.265134e+10,5.440035e+10,0.000000e+00,1.560000e+02,1.565150e+39,-1.942723e+39
-4.265134e+10,-5.440035e+10,0.000000e+00,1.560000e+02,1.565150e+39,0.000000e+00
6.078509e+10,-4.131525e+10,0.000000e+00,1.580000e+02,1.340655e+39,-6.988541e+39
-6.078509e+10,4.131525e+10,0.000000e+00,1.580000e+02,1.340655e+39,-5.163107e+39
4.131525e+10,6.078509e+10,0.000000e+00,1.580000e+02,1.340655e+39,-1.825434e+39
-4.131525e+10,-6.078509e+10,0.000000e+00,1.580000e+02,1.340655e+39,0.000000e+00
6.658565e+10,-3.958055e+10,0.000000e+00,1.600000e+02,1.159168e+39,-6.625537e+39
-6.658565e+10,3.958055e+10,0.000000e+00,1.600000e+02,1.159168e+39,-4.894921e+39
3.958055e+10,6.658565e+10,0.000000e+00,1.600000e+02,1.159168e+39,-1.730616e+39
-3.958055e+10,-6.658565e+10,0.000000e+00,1.600000e+02,1.159168e+39,0.000000e+00
7.183961e+10,-3.751991e+10,0.000000e+00,1.620000e+02,1.010474e+39,-6.328125e+39
-7.183961e+10,3.751991e+10,0.000000e+00,1.620000e+02,1.010474e+39,-4.675194e+39
3.751991e+10,7.183961e+10,0.000000e+00,1.620000e+02,1.010474e+39,-1.652931e+39
-3.751991e+10,-7.183961e+10,0.000000e+00,1.620000e+02,1.010474e+39,0.000000e+00
7.657876e+10,-3.518968e+10,0.000000e+00,1.640000e+02,8.874766e+38,-6.082112e+39
-7.657876e+10,3.518968e+10,0.000000e+00,1.640000e+02,8.874766e+38,-4.493441e+39
3.518968e+10,7.657876e+10,0.000000e+00,1.640000e+02,8.874766e+38,-1.588671e+39
-3.518968e+10,-7.657876e+10,0.000000e+00,1.640000e+02,8.874766e+38,0.000000e+00
8.082986e+10,-3.263466e+10,0.000000e+00,1.660000e+02,7.851089e+38,-5.877363e+39
-8.082986e+10,3.263466e+10,0.000000e+00,1.660000e+02,7.851089e+38,-4.342173e+39
3.263466e+10,8.082986e+10,0.000000e+00,1.660000e+02,7.851089e+38,-1.535190e+39
-3.263466e+10,-8.082986e+10,0.000000e+00,1.660000e+02,7.851089e+38,0.000000e+00
8.461546e+10,-2.989131e+10,0.000000e+00,1.680000e+02,6.996695e+38,-5.706472e+39
-8.461546e+10,2.989131e+10,0.000000e+00,1.680000e+02,6.996695e+38,-4.215920e+39
2.989131e+10,8.461546e+10,0.000000e+00,1.680000e+02,6.996695e+38,-1.490553e+39
-2.989131e+10,-8.461546e+10,0.000000e+00,1.680000e+02,6.996695e+38,0.000000e+00
8.795448e+10,-2.698991e+10,0.000000e+00,1.700000e+02,6.284062e+38,-5.563937e+39
-8.795448e+10,2.698991e+10,0.000000e+00,1.700000e+02,6.284062e+38,-4.110615e+39
2.698991e+10,8.795448e+10,0.000000e+00,1.700000e+02,6.284062e+38,-1.453322e+39
-2.698991e+10,-8.795448e+10,0.000000e+00,1.700000e+02,6.284062e+38,0.000000e+00
9.086271e+10,-2.395610e+10,0.000000e+00,1.720000e+02,5.692448e+38,-5.445607e+39
-9.086271e+10,2.395610e+10,0.000000e+00,1.720000e+02,5.692448e+38,-4.023193e+39
2.395610e+10,9.086271e+10,0.000000e+00,1.720000e+02,5.692448e+38,-1.422414e+39
-2.395610e+10,-9.086271e+10,0.000000e+00,1.720000e+02,5.692448e+38,0.000000e+00
9.335328e+10,-2.081201e+10,0.000000e+00,1.740000e+02,5.206091e+38,-5.348329e+39
-9.335328e+10,2.081201e+10,0.000000e+00,1.740000e+02,5.206091e+38,-3.951325e+39
2.081201e+10,9.335328e+10,0.000000e+00,1.740000e+02,5.206091e+38,-1.397004e+39
-2.081201e+10,-9.335328e+10,0.000000e+00,1.740000e+02,5.206091e+38,0.000000e+00
9.543694e+10,-1.757707e+10,0.000000e+00,1.760000e+02,4.812981e+38,-5.269703e+39
-9.543694e+10,1.757707e+10,0.000000e+00,1.760000e+02,4.812981e+38,-3.893236e+39
1.757707e+10,9.543694e+10,0.000000e+00,1.760000e+02,4.812981e+38,-1.376467e+39
-1.757707e+10,-9.543694e+10,0.000000e+00,1.760000e+02,4.812981e+38,0.000000e+00
9.712233e+10,-1.426869e+10,0.000000e+00,1.780000e+02,4.504014e+38,-5.207906e+39
-9.712233e+10,1.426869e+10,0.000000e+00,1.780000e+02,4.504014e+38,-3.847581e+39
1.426869e+10,9.712233e+10,0.000000e+00,1.780000e+02,4.504014e+38,-1.360325e+39
-1.426869e+10,-9.712233e+10,0.000000e+00,1.780000e+02,4.504014e+38,0.000000e+00
9.841617e+10,-1.090271e+10,0.000000e+00,1.800000e+02,4.272403e+38,-5.161581e+39
-9.841617e+10,1.090271e+10,0.000000e+00,1.800000e+02,4.272403e+38,-3.813356e+39
1.090271e+10,9.841617e+10,0.000000e+00,1.800000e+02,4.272403e+38,-1.348225e+39
-1.090271e+10,-9.841617e+10,0.000000e+00,1.800000e+02,4.272403e+38,0.000000e+00
9.932341e+10,-7.493848e+09,0.000000e+00,1.820000e+02,4.113264e+38,-5.129751e+39
-9.932341e+10,7.493848e+09,0.000000e+00,1.820000e+02,4.113264e+38,-3.789841e+39
7.493848e+09,9.932341e+10,0.000000e+00,1.820000e+02,4.113264e+38,-1.339911e+39
-7.493848e+09,-9.932341e+10,0.000000e+00,1.820000e+02,4.113264e+38,0.000000e+00
9.984738e+10,-4.056040e+09,0.000000e+00,1.840000e+02,4.023344e+38,-5.111767e+39
-9.984738e+10,4.056040e+09,0.000000e+00,1.840000e+02,4.023344e+38,-3.776553e+39
4.056040e+09,9.984738e+10,0.000000e+00,1.840000e+02,4.023344e+38,-1.335213e+39
-4.056040e+09,-9.984738e+10,0.000000e+00,1.840000e+02,4.023344e+38,0.000000e+00
9.998977e+10,-6.027193e+08,0.000000e+00,1.860000e+02,4.000840e+38,-5.107266e+39
-9.998977e+10,6.027193e+08,0.000000e+00,1.860000e+02,4.000840e+38,-3.773228e+39
6.027193e+08,9.998977e+10,0.000000e+00,1.860000e+02,4.000840e+38,-1.334038e+39
-6.027193e+08,-9.998977e+10,0.000000e+00,1.860000e+02,4.000840e+38,0.000000e+00
9.975076e+10,2.852896e+09,0.000000e+00,1.880000e+02,4.045306e+38,-5.116159e+39
-9.975076e+10,-2.852896e+09,0.000000e+00,1.880000e+02,4.045306e+38,-3.779799e+39
-2.852896e+09,9.975076e+10,0.000000e+00,1.880000e+02,4.045306e+38,-1.336361e+39
2.852896e+09,-9.975076e+10,0.000000e+00,1.880000e+02,4.045306e+38,0.000000e+00
9.912897e+10,6.297541e+09,0.000000e+00,1.900000e+02,4.157626e+38,-5.138624e+39
-9.912897e+10,-6.297541e+09,0.000000e+00,1.900000e+02,4.157626e+38,-3.796396e+39
-6.297541e+09,9.912897e+10,0.000000e+00,1.900000e+02,4.157626e+38,-1.342229e+39
6.297541e+09,-9.912897e+10,0.000000e+00,1.900000e+02,4.157626e+38,0.000000e+00
9.812143e+10,9.717640e+09,0.000000e+00,1.920000e+02,4.340063e+38,-5.175114e+39
-9.812143e+10,-9.717640e+09,0.000000e+00,1.920000e+02,4.340063e+38,-3.823354e+39
-9.717640e+09,9.812143e+10,0.000000e+00,1.920000e+02,4.340063e+38,-1.351760e+39
9.717640e+09,-9.812143e+10,0.000000e+00,1.920000e+02,4.340063e+38,0.000000e+00
9.672354e+10,1.309902e+10,0.000000e+00,1.940000e+02,4.596382e+38,-5.226380e+39
-9.672354e+10,-1.309902e+10,0.000000e+00,1.940000e+02,4.596382e+38,-3.861230e+39
-1.309902e+10,9.672354e+10,0.000000e+00,1.940000e+02,4.596382e+38,-1.365151e+39
1.309902e+10,-9.672354e+10,0.000000e+00,1.940000e+02,4.596382e+38,0.000000e+00
9.492897e+10,1.642660e+10,0.000000e+00,1.960000e+02,4.932051e+38,-5.293518e+39
-9.492897e+10,-1.642660e+10,0.000000e+00,1.960000e+02,4.932051e+38,-3.910831e+39
-1.642660e+10,9.492897e+10,0.000000e+00,1.960000e+02,4.932051e+38,-1.382687e+39
1.642660e+10,-9.492897e+10,0.000000e+00,1.960000e+02,4.932051e+38,0.000000e+00
9.272952e+10,1.968400e+10,0.000000e+00,1.980000e+02,5.354566e+38,-5.378026e+39
-9.272952e+10,-1.968400e+10,0.000000e+00,1.980000e+02,5.354566e+38,-3.973265e+39
-1.968400e+10,9.272952e+10,0.000000e+00,1.980000e+02,5.354566e+38,-1.404761e+39
1.968400e+10,-9.272952e+10,0.000000e+00,1.980000e+02,5.354566e+38,0.000000e+00
